loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,purpose
30000.0,60 months,13.35,687.98,C,C5,10+ years,MORTGAGE,58620.81,Verified,Fully Paid,7.5,0.0,1.0,11.0,0.0,1714.99,23.4,21.0,medical
15000.0,36 months,13.84,511.5,C,C1,5 years,MORTGAGE,113699.61,Not Verified,Fully Paid,8.08,0.0,2.0,12.0,0.0,2696.3,54.0,22.0,debt_consolidation
30000.0,60 months,28.66,946.06,G,G1,9 years,RENT,25026.19,Verified,Fully Paid,10.76,0.0,2.0,1.0,0.0,4228.35,56.5,6.0,home_improvement
10000.0,36 months,4.4,297.02,A,A2,10+ years,RENT,41202.63,Source Verified,Fully Paid,8.54,0.0,1.0,21.0,0.0,10759.47,36.6,24.0,credit_card
5000.0,36 months,5.84,151.75,A,A4,8 years,RENT,23720.64,Not Verified,Fully Paid,,1.0,2.0,18.0,0.0,1903.38,,34.0,home_improvement
10000.0,36 months,9.37,319.72,B,B2,3 years,RENT,59728.83,Not Verified,Fully Paid,7.56,0.0,0.0,26.0,1.0,1835.66,85.4,27.0,other
35000.0,60 months,9.13,728.75,B,B4,< 1 year,MORTGAGE,76229.76,Verified,Fully Paid,17.26,2.0,1.0,29.0,0.0,8412.38,49.2,37.0,credit_card
20000.0,36 months,19.67,739.91,E,E3,10+ years,OWN,138591.92,Not Verified,Fully Paid,,0.0,2.0,21.0,0.0,2067.69,4.1,39.0,vacation
15000.0,36 months,19.56,554.1,E,E3,3 years,MORTGAGE,23763.83,Source Verified,Charged Off,23.56,0.0,1.0,14.0,0.0,2372.04,49.7,15.0,credit_card
25000.0,60 months,19.82,659.85,E,E5,3 years,RENT,70311.84,Source Verified,Charged Off,8.9,0.0,2.0,4.0,0.0,4244.26,85.2,16.0,major_purchase
5000.0,36 months,6.61,153.5,A,A5,10+ years,RENT,,Not Verified,Fully Paid,17.74,0.0,1.0,5.0,0.0,3822.12,77.6,8.0,small_business
5000.0,36 months,10.83,163.29,B,B4,5 years,MORTGAGE,26871.39,Not Verified,Fully Paid,13.09,0.0,1.0,3.0,0.0,1398.98,67.0,16.0,debt_consolidation
5000.0,36 months,14.87,173.01,D,D5,6 years,MORTGAGE,22802.54,Verified,Fully Paid,4.53,0.0,0.0,22.0,0.0,10667.42,25.9,27.0,medical
10000.0,36 months,8.74,316.79,B,B4,6 years,MORTGAGE,19300.25,Source Verified,Fully Paid,22.63,0.0,1.0,13.0,0.0,16831.17,66.0,16.0,debt_consolidation
15000.0,36 months,11.87,497.28,C,C4,7 years,OWN,83879.3,Verified,Fully Paid,,0.0,1.0,15.0,1.0,3011.54,22.8,30.0,credit_card
10000.0,36 months,8.15,314.06,B,B4,7 years,RENT,32603.2,Source Verified,Fully Paid,11.52,0.0,4.0,25.0,1.0,54820.13,26.6,26.0,debt_consolidation
25000.0,36 months,6.58,767.14,B,B3,3 years,MORTGAGE,75707.87,Verified,Fully Paid,3.02,0.0,1.0,21.0,0.0,2205.24,41.4,32.0,credit_card
30000.0,36 months,19.54,1107.89,E,E1,7 years,RENT,46569.07,Source Verified,Fully Paid,16.54,0.0,1.0,16.0,0.0,4977.96,38.1,16.0,debt_consolidation
35000.0,60 months,9.72,738.83,B,B2,7 years,MORTGAGE,191115.28,Verified,Fully Paid,13.61,0.0,1.0,26.0,0.0,1176.65,46.2,37.0,other
10000.0,60 months,22.77,280.58,F,F1,9 years,MORTGAGE,94042.57,Not Verified,Fully Paid,6.98,0.0,2.0,18.0,2.0,2902.55,,26.0,debt_consolidation
20000.0,36 months,8.99,635.9,B,B2,3 years,MORTGAGE,30863.62,Verified,Fully Paid,13.7,1.0,1.0,9.0,0.0,36980.55,9.4,28.0,home_improvement
5000.0,36 months,6.13,152.4,A,A2,4 years,OWN,43850.27,Source Verified,Fully Paid,28.76,2.0,1.0,25.0,0.0,7206.59,51.7,44.0,debt_consolidation
10000.0,36 months,11.12,327.96,B,B1,7 years,MORTGAGE,94043.04,Verified,Fully Paid,25.41,0.0,0.0,8.0,0.0,5193.34,59.0,23.0,debt_consolidation
20000.0,60 months,4.87,376.23,A,A2,2 years,OWN,25641.13,Verified,Fully Paid,10.29,0.0,4.0,1.0,0.0,1962.78,34.9,3.0,debt_consolidation
15000.0,60 months,10.74,324.19,C,C2,10+ years,NONE,123935.46,Verified,Fully Paid,10.14,1.0,1.0,14.0,0.0,1055.15,31.2,33.0,credit_card
25000.0,60 months,5.36,475.92,A,A1,8 years,RENT,45471.73,Source Verified,Fully Paid,6.57,0.0,0.0,25.0,0.0,19167.01,8.9,34.0,home_improvement
30000.0,60 months,15.33,718.91,C,C4,5 years,MORTGAGE,95438.46,Verified,Fully Paid,10.44,0.0,0.0,3.0,0.0,7610.34,41.2,22.0,home_improvement
5000.0,60 months,17.76,126.32,E,E1,9 years,RENT,47226.88,Verified,Fully Paid,14.91,0.0,1.0,25.0,0.0,1989.36,12.8,36.0,debt_consolidation
35000.0,36 months,9.98,1129.02,B,B2,8 years,OWN,37545.54,Verified,Fully Paid,14.52,1.0,1.0,3.0,0.0,1821.83,14.5,19.0,home_improvement
5000.0,36 months,7.24,154.93,A,A2,1 year,RENT,33481.91,Verified,Fully Paid,15.91,1.0,0.0,24.0,0.0,8976.29,42.7,31.0,other
40000.0,36 months,5.45,1206.93,B,B5,10+ years,RENT,182164.12,Verified,Fully Paid,15.81,0.0,0.0,15.0,0.0,14922.09,13.2,15.0,debt_consolidation
20000.0,36 months,16.62,709.28,D,D2,7 years,RENT,44064.84,Source Verified,Fully Paid,7.63,0.0,1.0,16.0,0.0,999.51,15.5,23.0,debt_consolidation
5000.0,60 months,13.41,114.82,C,C2,2 years,OTHER,468093.98,Source Verified,Fully Paid,22.42,2.0,0.0,12.0,2.0,4652.17,41.7,31.0,home_improvement
15000.0,36 months,5.1,450.24,A,A4,10+ years,MORTGAGE,60251.57,Source Verified,Fully Paid,24.95,0.0,1.0,25.0,1.0,6379.92,80.3,42.0,debt_consolidation
10000.0,36 months,11.53,329.9,C,C2,9 years,RENT,29865.14,Verified,Fully Paid,13.53,0.0,3.0,12.0,0.0,5535.3,80.2,25.0,debt_consolidation
30000.0,36 months,11.61,990.85,C,C4,7 years,RENT,17859.89,Verified,Charged Off,52.99,0.0,1.0,17.0,0.0,4256.39,70.8,19.0,debt_consolidation
10000.0,36 months,8.51,315.72,B,B5,7 years,MORTGAGE,128405.46,Not Verified,Charged Off,17.08,0.0,0.0,19.0,0.0,991.18,51.8,32.0,other
30000.0,36 months,5.05,899.8,A,A1,3 years,OTHER,47305.82,Verified,Fully Paid,5.17,0.0,1.0,4.0,0.0,5306.04,22.1,16.0,debt_consolidation
10000.0,36 months,25.76,401.63,G,G3,5 years,RENT,96363.11,Verified,Charged Off,10.81,0.0,0.0,27.0,0.0,11657.77,15.9,37.0,wedding
40000.0,36 months,4.98,1198.48,A,A3,6 years,OTHER,275293.54,Not Verified,Charged Off,10.34,0.0,2.0,7.0,0.0,1034.99,20.2,16.0,other
10000.0,36 months,7.29,310.1,A,A5,6 years,OWN,86524.7,Source Verified,Fully Paid,2.99,1.0,1.0,28.0,0.0,5892.72,8.1,30.0,educational
25000.0,36 months,4.0,738.1,A,A1,2 years,MORTGAGE,68604.22,Not Verified,Fully Paid,11.16,0.0,0.0,19.0,0.0,7822.45,29.7,33.0,moving
30000.0,36 months,9.88,966.33,C,C4,1 year,OWN,127824.56,Verified,Fully Paid,21.86,0.0,1.0,12.0,0.0,1443.97,16.7,17.0,credit_card
10000.0,36 months,10.81,326.49,B,B3,8 years,MORTGAGE,95118.7,Source Verified,Fully Paid,24.27,0.0,0.0,27.0,0.0,2490.18,84.7,27.0,debt_consolidation
5000.0,60 months,8.71,103.09,B,B2,9 years,NONE,22383.52,Verified,Fully Paid,,0.0,0.0,19.0,0.0,1904.23,52.5,28.0,other
20000.0,36 months,8.42,630.61,B,B4,6 years,RENT,137703.21,Verified,Charged Off,17.83,1.0,0.0,14.0,0.0,5126.84,17.8,15.0,home_improvement
25000.0,36 months,15.83,876.83,D,D1,3 years,RENT,52461.25,Source Verified,Charged Off,20.69,0.0,1.0,12.0,0.0,1460.32,59.1,15.0,medical
30000.0,60 months,9.31,627.27,B,B1,9 years,RENT,159364.51,Not Verified,Fully Paid,8.62,0.0,1.0,6.0,0.0,762.58,41.0,21.0,vacation
10000.0,60 months,18.71,257.81,E,E3,3 years,MORTGAGE,77260.05,Verified,Fully Paid,19.14,0.0,0.0,22.0,0.0,7930.26,45.4,37.0,debt_consolidation
30000.0,36 months,9.76,964.64,B,B3,< 1 year,RENT,124752.29,Not Verified,Fully Paid,16.79,1.0,2.0,11.0,1.0,15656.54,36.9,18.0,credit_card
35000.0,36 months,4.06,1034.27,A,A4,6 years,MORTGAGE,46294.14,Not Verified,Fully Paid,10.41,1.0,0.0,15.0,0.0,3509.0,72.2,24.0,car
25000.0,60 months,22.55,698.31,F,F2,< 1 year,MORTGAGE,18730.07,Source Verified,Charged Off,37.16,0.0,2.0,1.0,0.0,569.12,61.9,2.0,credit_card
5000.0,36 months,12.68,167.7,D,D2,1 year,RENT,80386.3,Source Verified,Fully Paid,5.14,0.0,0.0,4.0,0.0,1349.34,55.3,14.0,debt_consolidation
5000.0,60 months,10.76,108.11,B,B2,6 years,RENT,107344.26,Source Verified,Charged Off,13.78,3.0,1.0,4.0,2.0,2796.57,68.6,20.0,debt_consolidation
40000.0,36 months,19.24,1471.1,E,E5,10+ years,OWN,36685.89,Source Verified,Fully Paid,28.77,0.0,1.0,16.0,0.0,5993.21,34.5,33.0,debt_consolidation
25000.0,60 months,13.51,575.37,C,C3,< 1 year,RENT,,Source Verified,Fully Paid,6.98,1.0,1.0,15.0,1.0,2075.79,14.1,34.0,small_business
20000.0,60 months,9.71,422.09,B,B5,3 years,MORTGAGE,15000.0,Verified,Fully Paid,9.26,0.0,0.0,29.0,0.0,6287.7,69.2,38.0,debt_consolidation
35000.0,60 months,20.32,933.53,E,E5,6 years,MORTGAGE,48595.78,Source Verified,Charged Off,21.3,0.0,1.0,10.0,0.0,1866.44,26.3,15.0,car
5000.0,60 months,15.99,121.56,D,D5,3 years,OWN,22576.92,Source Verified,Fully Paid,21.31,0.0,0.0,8.0,0.0,17577.17,43.0,16.0,credit_card
25000.0,36 months,9.58,801.76,B,B5,3 years,OWN,,Source Verified,Fully Paid,12.06,0.0,1.0,16.0,0.0,909.29,5.9,34.0,debt_consolidation
20000.0,36 months,11.06,655.34,C,C5,6 years,MORTGAGE,68490.2,Source Verified,Fully Paid,15.91,0.0,1.0,23.0,0.0,3788.64,68.8,33.0,vacation
30000.0,36 months,7.24,929.61,B,B3,8 years,OWN,54755.89,Source Verified,Fully Paid,13.7,0.0,2.0,16.0,1.0,2549.57,34.9,22.0,home_improvement
25000.0,36 months,5.35,753.21,A,A2,4 years,RENT,136742.46,Not Verified,Fully Paid,22.82,0.0,2.0,9.0,0.0,5864.93,41.2,9.0,debt_consolidation
15000.0,36 months,21.98,572.7,F,F3,4 years,MORTGAGE,64130.5,Verified,Charged Off,23.42,2.0,0.0,11.0,0.0,1099.51,41.1,30.0,credit_card
5000.0,36 months,14.64,172.45,C,C4,6 years,RENT,62032.76,Not Verified,Charged Off,30.51,0.0,0.0,22.0,0.0,5562.18,63.6,37.0,debt_consolidation
35000.0,36 months,13.06,1180.3,C,C2,1 year,MORTGAGE,67855.47,Source Verified,Charged Off,30.37,0.0,0.0,24.0,0.0,2660.84,23.3,27.0,credit_card
25000.0,36 months,11.43,823.57,C,C1,8 years,MORTGAGE,36027.31,Not Verified,Fully Paid,16.3,0.0,0.0,14.0,0.0,6072.6,9.5,30.0,debt_consolidation
15000.0,60 months,12.09,334.35,C,C4,1 year,RENT,108441.76,Not Verified,Fully Paid,5.96,0.0,1.0,17.0,0.0,2582.96,24.9,20.0,debt_consolidation
40000.0,60 months,9.2,834.22,B,B2,2 years,RENT,28525.27,Source Verified,Fully Paid,7.95,0.0,1.0,21.0,0.0,16663.81,32.5,26.0,small_business
10000.0,36 months,26.4,405.04,G,G3,5 years,RENT,72833.25,Not Verified,Fully Paid,8.84,0.0,1.0,1.0,0.0,4755.24,22.2,13.0,credit_card
15000.0,60 months,12.91,340.61,C,C4,8 years,RENT,127144.25,Verified,Fully Paid,12.32,0.0,0.0,25.0,0.0,3313.65,60.1,30.0,debt_consolidation
40000.0,36 months,16.1,1408.26,D,D1,9 years,MORTGAGE,26409.21,Source Verified,Fully Paid,14.38,0.0,1.0,13.0,0.0,3469.42,15.4,25.0,debt_consolidation
20000.0,36 months,10.41,649.2,C,C4,2 years,RENT,21169.77,Not Verified,Fully Paid,6.78,0.0,2.0,1.0,0.0,3584.38,13.7,19.0,credit_card
30000.0,60 months,5.77,576.78,B,B4,6 years,MORTGAGE,26084.86,Source Verified,Fully Paid,2.74,0.0,2.0,26.0,0.0,9685.73,19.1,33.0,debt_consolidation
30000.0,36 months,4.94,898.32,A,A2,3 years,OTHER,193288.48,Verified,Fully Paid,18.36,0.0,1.0,19.0,0.0,5172.96,27.7,28.0,credit_card
20000.0,36 months,9.84,643.84,B,B2,4 years,RENT,35365.25,Source Verified,Fully Paid,13.11,0.0,0.0,23.0,0.0,3587.6,15.9,29.0,debt_consolidation
10000.0,60 months,4.96,188.53,A,A1,8 years,RENT,23381.01,Verified,Fully Paid,38.62,0.0,0.0,2.0,0.0,10911.81,32.1,3.0,major_purchase
30000.0,36 months,14.35,1030.44,C,C4,2 years,OWN,70013.88,Not Verified,Fully Paid,8.6,0.0,0.0,14.0,0.0,48623.64,26.2,19.0,major_purchase
20000.0,36 months,19.43,737.48,E,E1,6 years,RENT,15000.0,Not Verified,Fully Paid,34.76,0.0,1.0,28.0,0.0,2327.49,54.3,46.0,credit_card
20000.0,36 months,11.04,655.15,B,B4,8 years,NONE,27772.08,Verified,Fully Paid,7.17,0.0,0.0,11.0,0.0,6339.05,46.2,12.0,debt_consolidation
20000.0,36 months,10.73,652.22,B,B2,6 years,MORTGAGE,145779.79,Source Verified,Fully Paid,12.7,0.0,0.0,15.0,0.0,2019.07,40.6,16.0,home_improvement
5000.0,36 months,17.58,179.71,D,D3,3 years,MORTGAGE,27756.98,Verified,Fully Paid,13.61,0.0,0.0,12.0,1.0,8609.7,31.8,25.0,car
5000.0,60 months,4.0,92.08,A,A5,3 years,RENT,45136.49,Verified,Fully Paid,4.15,0.0,0.0,9.0,2.0,20390.95,39.2,24.0,major_purchase
20000.0,36 months,23.03,774.51,F,F3,1 year,RENT,66561.59,Not Verified,Fully Paid,15.48,0.0,2.0,25.0,0.0,1068.94,62.2,28.0,car
30000.0,36 months,10.83,979.75,B,B2,4 years,OWN,66587.42,Verified,Fully Paid,7.9,0.0,0.0,20.0,0.0,7050.06,35.2,26.0,major_purchase
15000.0,36 months,5.91,455.72,A,A5,3 years,MORTGAGE,37318.16,Verified,Fully Paid,26.35,0.0,0.0,15.0,0.0,780.8,51.5,18.0,other
10000.0,36 months,6.33,305.72,A,A2,7 years,RENT,79417.06,Source Verified,Fully Paid,20.98,0.0,1.0,20.0,0.0,2575.44,39.5,39.0,credit_card
15000.0,36 months,20.92,564.51,F,F2,3 years,RENT,,Not Verified,Fully Paid,17.03,0.0,2.0,14.0,0.0,4423.06,11.3,15.0,debt_consolidation
25000.0,60 months,11.88,554.6,B,B1,7 years,RENT,25766.95,Not Verified,Charged Off,9.22,3.0,3.0,14.0,0.0,9565.0,30.7,16.0,car
5000.0,60 months,11.31,109.49,C,C5,4 years,MORTGAGE,38595.62,Not Verified,Fully Paid,5.55,0.0,0.0,17.0,0.0,1499.33,41.2,19.0,other
20000.0,36 months,4.0,590.48,A,A2,10+ years,MORTGAGE,50331.94,Verified,Fully Paid,33.68,0.0,0.0,27.0,0.0,1273.72,48.5,42.0,wedding
25000.0,36 months,4.97,748.94,A,A4,4 years,MORTGAGE,88424.11,Source Verified,Fully Paid,32.02,0.0,1.0,20.0,0.0,2153.34,19.3,39.0,medical
15000.0,60 months,15.83,363.42,E,E1,7 years,MORTGAGE,,Verified,Fully Paid,9.04,0.0,1.0,28.0,0.0,5906.33,85.4,47.0,debt_consolidation
20000.0,36 months,4.0,590.48,A,A2,5 years,RENT,49562.22,Verified,Fully Paid,23.24,0.0,0.0,27.0,0.0,960.02,14.0,32.0,credit_card
30000.0,36 months,9.34,958.75,A,A2,7 years,RENT,18314.37,Verified,Fully Paid,6.9,0.0,1.0,14.0,0.0,68773.0,60.3,23.0,major_purchase
10000.0,36 months,11.93,331.81,C,C5,7 years,MORTGAGE,24510.58,Verified,Fully Paid,7.97,0.0,4.0,3.0,0.0,2245.86,61.5,6.0,credit_card
10000.0,36 months,17.36,358.32,E,E3,5 years,MORTGAGE,61999.03,Not Verified,Fully Paid,13.11,0.0,0.0,21.0,0.0,1847.28,43.3,27.0,debt_consolidation
5000.0,60 months,9.04,103.89,B,B1,8 years,MORTGAGE,37809.38,Source Verified,Fully Paid,17.51,2.0,1.0,15.0,0.0,1129.82,3.1,18.0,vacation
25000.0,36 months,4.15,739.77,A,A5,5 years,MORTGAGE,42639.36,Not Verified,Fully Paid,5.26,0.0,1.0,1.0,0.0,8513.08,57.9,3.0,home_improvement
35000.0,36 months,27.8,1443.95,G,G1,3 years,RENT,51879.99,Verified,Charged Off,2.81,0.0,1.0,2.0,0.0,2689.07,27.0,10.0,home_improvement
25000.0,36 months,14.67,862.6,D,D5,8 years,MORTGAGE,279058.8,Not Verified,Fully Paid,7.67,0.0,1.0,9.0,0.0,9023.36,16.8,19.0,credit_card
40000.0,60 months,19.91,1057.75,E,E2,3 years,MORTGAGE,38244.82,Source Verified,Charged Off,12.24,0.0,4.0,10.0,1.0,7122.83,52.5,22.0,credit_card
25000.0,36 months,14.28,857.84,D,D5,8 years,NONE,143038.1,Source Verified,Fully Paid,5.01,0.0,0.0,25.0,0.0,39259.8,56.2,27.0,debt_consolidation
10000.0,60 months,19.9,264.38,D,D2,9 years,OWN,135901.2,Verified,Fully Paid,9.72,0.0,2.0,17.0,0.0,1320.95,43.9,24.0,debt_consolidation
10000.0,60 months,9.76,211.29,B,B3,2 years,RENT,95095.05,Source Verified,Fully Paid,9.94,0.0,1.0,4.0,0.0,4569.73,29.9,22.0,debt_consolidation
20000.0,60 months,8.78,413.03,B,B2,10+ years,OWN,29935.19,Not Verified,Charged Off,43.25,0.0,3.0,16.0,0.0,3697.28,34.7,26.0,credit_card
25000.0,36 months,15.56,873.5,D,D3,< 1 year,OWN,59636.71,Source Verified,Fully Paid,17.82,0.0,2.0,1.0,0.0,505.99,47.9,7.0,credit_card
20000.0,60 months,15.17,477.59,D,D2,5 years,MORTGAGE,41219.09,Verified,Fully Paid,15.03,0.0,1.0,14.0,0.0,7976.94,26.3,29.0,major_purchase
20000.0,36 months,21.86,762.36,F,F4,10+ years,RENT,221924.23,Source Verified,Charged Off,10.83,1.0,0.0,20.0,0.0,3501.16,19.3,33.0,other
15000.0,60 months,11.32,328.54,C,C2,6 years,MORTGAGE,72218.92,Not Verified,Fully Paid,30.39,1.0,1.0,12.0,1.0,10883.58,16.7,23.0,medical
15000.0,36 months,11.52,494.78,B,B1,< 1 year,RENT,46666.09,Verified,Fully Paid,5.51,0.0,0.0,11.0,0.0,5830.88,20.1,20.0,major_purchase
20000.0,36 months,11.67,661.14,C,C1,7 years,RENT,188989.01,Source Verified,Fully Paid,19.8,1.0,0.0,27.0,0.0,4498.7,31.4,40.0,debt_consolidation
25000.0,36 months,9.31,798.61,C,C4,8 years,MORTGAGE,42329.83,Source Verified,Fully Paid,31.52,2.0,0.0,26.0,0.0,20781.24,14.7,36.0,small_business
30000.0,60 months,7.25,597.58,B,B4,8 years,OWN,79708.07,Verified,Fully Paid,22.19,0.0,2.0,15.0,0.0,2168.12,25.8,28.0,debt_consolidation
10000.0,36 months,17.39,358.47,D,D1,9 years,MORTGAGE,88582.44,Verified,Charged Off,,0.0,3.0,28.0,0.0,11927.44,17.7,30.0,home_improvement
30000.0,36 months,12.12,998.15,C,C1,1 year,MORTGAGE,69090.01,Not Verified,Fully Paid,5.08,0.0,2.0,19.0,0.0,7131.57,23.9,34.0,small_business
10000.0,60 months,5.3,190.09,A,A4,3 years,RENT,50287.69,Not Verified,Fully Paid,22.9,1.0,0.0,11.0,0.0,28959.53,29.3,22.0,small_business
10000.0,36 months,14.25,342.99,C,C5,2 years,MORTGAGE,97369.18,Verified,Charged Off,20.09,0.0,0.0,5.0,0.0,3756.58,67.7,16.0,major_purchase
30000.0,36 months,11.33,986.86,C,C1,2 years,OTHER,34857.95,Verified,Fully Paid,25.56,0.0,0.0,29.0,0.0,57951.42,15.4,46.0,major_purchase
40000.0,36 months,20.45,1495.73,E,E5,3 years,OWN,118135.44,Not Verified,Charged Off,21.2,0.0,2.0,2.0,0.0,2961.47,38.1,7.0,other
35000.0,60 months,8.0,709.67,B,B1,< 1 year,MORTGAGE,44489.57,Source Verified,Fully Paid,26.82,1.0,0.0,21.0,0.0,7831.15,59.2,33.0,credit_card
5000.0,36 months,13.36,169.34,C,C2,2 years,RENT,138199.92,Verified,Fully Paid,10.79,1.0,1.0,20.0,2.0,2490.55,0.7,32.0,credit_card
10000.0,36 months,11.91,331.71,C,C1,8 years,OWN,112690.41,Not Verified,Fully Paid,13.88,0.0,1.0,13.0,0.0,12228.37,35.2,17.0,renewable_energy
25000.0,60 months,12.14,557.88,C,C4,5 years,RENT,79580.31,Source Verified,Fully Paid,5.85,0.0,0.0,24.0,0.0,2709.96,,30.0,debt_consolidation
30000.0,60 months,6.73,590.22,A,A3,5 years,MORTGAGE,,Not Verified,Fully Paid,4.93,0.0,1.0,16.0,0.0,91375.74,20.4,26.0,moving
20000.0,36 months,20.62,749.6,E,E5,10+ years,OWN,117227.49,Verified,Fully Paid,16.84,1.0,0.0,13.0,0.0,6039.73,35.2,26.0,debt_consolidation
5000.0,36 months,19.25,183.91,E,E2,2 years,RENT,80802.74,Source Verified,Fully Paid,8.93,1.0,0.0,27.0,0.0,4445.01,68.5,40.0,credit_card
20000.0,36 months,11.79,662.28,C,C3,2 years,RENT,15000.0,Verified,Fully Paid,32.17,0.0,0.0,4.0,0.0,1760.67,7.5,22.0,medical
5000.0,36 months,14.9,173.08,C,C5,10+ years,MORTGAGE,30564.71,Verified,Fully Paid,19.93,0.0,1.0,3.0,0.0,535.94,42.3,10.0,credit_card
10000.0,36 months,6.38,305.94,A,A3,7 years,MORTGAGE,60968.79,Source Verified,Fully Paid,14.66,1.0,2.0,3.0,0.0,7012.54,12.0,19.0,credit_card
20000.0,60 months,11.91,443.98,C,C3,4 years,MORTGAGE,65894.39,Source Verified,Fully Paid,4.04,0.0,0.0,11.0,0.0,1496.23,9.4,16.0,debt_consolidation
10000.0,36 months,8.02,313.46,B,B5,9 years,MORTGAGE,88877.14,Source Verified,Fully Paid,6.63,0.0,1.0,23.0,0.0,10860.6,44.8,30.0,debt_consolidation
25000.0,36 months,17.54,898.05,D,D4,2 years,RENT,160202.29,Not Verified,Charged Off,8.03,0.0,0.0,12.0,1.0,255.52,44.7,20.0,wedding
20000.0,36 months,5.67,605.45,A,A1,2 years,MORTGAGE,81687.64,Verified,Fully Paid,10.32,1.0,0.0,7.0,0.0,1494.08,43.5,16.0,credit_card
15000.0,60 months,15.75,362.78,D,D2,3 years,RENT,15000.0,Source Verified,Fully Paid,23.88,0.0,1.0,12.0,0.0,5312.74,42.4,22.0,debt_consolidation
15000.0,36 months,9.17,478.18,B,B5,9 years,RENT,62215.04,Source Verified,Fully Paid,4.71,0.0,0.0,8.0,0.0,22719.61,,21.0,other
35000.0,36 months,13.01,1179.46,C,C2,5 years,MORTGAGE,126888.31,Source Verified,Charged Off,,1.0,1.0,18.0,0.0,4472.96,12.7,20.0,credit_card
20000.0,36 months,12.41,668.21,C,C3,3 years,MORTGAGE,58577.83,Verified,Fully Paid,21.71,0.0,3.0,14.0,0.0,5886.86,54.8,29.0,credit_card
30000.0,60 months,10.81,649.43,B,B4,6 years,MORTGAGE,62468.27,Not Verified,Fully Paid,6.0,0.0,0.0,6.0,0.0,1414.61,,17.0,debt_consolidation
15000.0,36 months,10.89,490.3,B,B3,4 years,MORTGAGE,38331.42,Source Verified,Fully Paid,30.79,0.0,1.0,20.0,0.0,4808.48,18.9,37.0,debt_consolidation
20000.0,36 months,20.3,746.33,E,E3,10+ years,OWN,105288.11,Not Verified,Fully Paid,19.7,0.0,0.0,17.0,0.0,3079.54,21.6,35.0,home_improvement
40000.0,60 months,14.56,942.38,C,C1,< 1 year,OWN,42309.9,Source Verified,Fully Paid,8.71,0.0,1.0,28.0,0.0,29593.27,28.7,31.0,home_improvement
10000.0,36 months,5.51,302.0,A,A4,4 years,MORTGAGE,82043.06,Source Verified,Fully Paid,21.94,0.0,1.0,28.0,0.0,513.96,10.8,47.0,debt_consolidation
10000.0,36 months,10.04,322.86,B,B3,3 years,RENT,73129.05,Source Verified,Fully Paid,6.29,1.0,2.0,13.0,0.0,10888.18,54.3,17.0,credit_card
35000.0,36 months,10.51,1137.75,B,B4,7 years,RENT,,Not Verified,Charged Off,13.98,0.0,1.0,14.0,0.0,2226.52,52.3,24.0,debt_consolidation
15000.0,36 months,14.03,512.88,C,C4,1 year,RENT,76028.66,Source Verified,Fully Paid,18.66,0.0,0.0,22.0,0.0,3914.44,1.7,27.0,other
10000.0,36 months,13.87,341.15,C,C1,5 years,RENT,62390.65,Not Verified,Fully Paid,6.5,0.0,2.0,13.0,0.0,3909.93,13.5,31.0,home_improvement
40000.0,36 months,6.45,1225.05,A,A3,9 years,RENT,132470.79,Verified,Fully Paid,15.12,0.0,2.0,18.0,0.0,2794.78,63.6,32.0,other
5000.0,36 months,15.44,174.41,C,C3,9 years,MORTGAGE,87003.5,Verified,Charged Off,17.44,0.0,1.0,4.0,0.0,1472.13,54.5,16.0,home_improvement
20000.0,60 months,15.19,477.8,D,D4,7 years,MORTGAGE,112173.91,Verified,Fully Paid,10.18,0.0,1.0,12.0,1.0,884.38,41.9,12.0,home_improvement
25000.0,60 months,15.77,604.9,D,D5,9 years,RENT,31737.67,Verified,Fully Paid,8.16,0.0,1.0,22.0,0.0,75078.92,86.2,22.0,debt_consolidation
25000.0,36 months,5.18,751.29,A,A4,7 years,MORTGAGE,30374.74,Verified,Charged Off,14.33,2.0,1.0,28.0,0.0,4136.92,50.6,39.0,debt_consolidation
15000.0,36 months,8.45,473.17,B,B4,< 1 year,OTHER,56607.62,Verified,Fully Paid,11.29,1.0,1.0,21.0,0.0,1568.17,52.6,30.0,home_improvement
5000.0,36 months,6.02,152.16,B,B3,10+ years,MORTGAGE,91548.11,Not Verified,Fully Paid,33.81,2.0,1.0,3.0,0.0,10676.13,69.5,19.0,debt_consolidation
30000.0,60 months,7.56,601.99,A,A3,< 1 year,OWN,78592.31,Verified,Fully Paid,18.86,3.0,0.0,19.0,0.0,12686.52,22.7,28.0,credit_card
30000.0,36 months,7.46,932.64,B,B3,8 years,MORTGAGE,32019.89,Source Verified,Fully Paid,11.52,0.0,0.0,6.0,0.0,5047.87,65.0,23.0,other
10000.0,36 months,5.75,303.09,A,A5,2 years,RENT,93563.3,Verified,Fully Paid,13.18,0.0,0.0,28.0,0.0,1589.46,41.9,41.0,car
15000.0,60 months,4.0,276.25,A,A3,8 years,RENT,34909.42,Not Verified,Fully Paid,8.52,0.0,0.0,14.0,0.0,13747.83,30.1,33.0,credit_card
20000.0,36 months,13.43,678.03,C,C3,1 year,OWN,86828.97,Not Verified,Fully Paid,26.27,0.0,2.0,12.0,0.0,1960.02,32.1,16.0,debt_consolidation
